H Series,Standard_H16,2
H Series High Memory,Standard_H8m,1
H Series High Memory,Standard_H16m,2
H Series High Memory Low Latency,Standard_H16mr,1
H Series Low Latency,Standard_H16r,1
HBS Series,Standard_HB60-45rs,1
HBS Series,Standard_HB60-30rs,1
HBS Series,Standard_HB60-15rs,1
HBS Series,Standard_HB60rs,1
HBSv2 Series Low Latency,Standard_HB120rs_v2,1
HBrsv3 Series Low Latency,Standard_HB120-96rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-32rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-16rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120-64rs_v3,1
HBrsv3 Series Low Latency,Standard_HB120rs_v3,1
HCS Series,Standard_HC44-16rs,1
HCS Series,Standard_HC44-32rs,1
HCS Series,Standard_HC44rs,1
LS Series,Standard_L4s,1
LS Series,Standard_L8s,2
LS Series,Standard_L16s,4
LS Series,Standard_L32s,8
LSv2 Series,Standard_L8s_v2,1
LSv2 Series,Standard_L16s_v2,2
LSv2 Series,Standard_L32s_v2,4
LSv2 Series,Standard_L48s_v2,6
LSv2 Series,Standard_L64s_v2,8
LSv2 Series,Standard_L80s_v2,10
LSv2 Series,Standard_L96s_v2,12
LSv2 Series Dedicated Host,Lsv2_Type1,1
LSv2 Series Isolated,Standard_L88is_v2,1
MS Series,Standard_M64s,1
MS Series,Standard_M64,1
MS Series,Standard_M128s,2
MS Series,Standard_M128,2
MS Series Dedicated Host,Ms_Type1,1
MS Series Fractional,Standard_M16s,1
MS Series Fractional,Standard_M32s,2
MS Series Fractional High Memory,Standard_M8-4ms,1
MS Series Fractional High Memory,Standard_M8-2ms,1
MS Series Fractional High Memory,Standard_M8ms,1
MS Series Fractional High Memory,Standard_M16-8ms,2
MS Series Fractional High Memory,Standard_M16-4ms,2
MS Series Fractional High Memory,Standard_M16ms,2
MS Series Fractional High Memory,Standard_M32-16ms,4
MS Series Fractional High Memory,Standard_M32ms,4
MS Series Fractional High Memory,Standard_M32-8ms,4
MS Series Fractional Large,Standard_M32ls,1
MS Series Fractional Large,Standard_M64ls,1.8846875
MS Series Fractional Tiny,Standard_M32ts,1
MS Series HM Dedicated Host,Msm_Type1,1
MS Series High Memory,Standard_M64ms,1
MS Series High Memory,Standard_M64-16ms,1
MS Series High Memory,Standard_M64m,1
MS Series High Memory,Standard_M64-32ms,1
MS Series High Memory,Standard_M128ms,2
MS Series High Memory,Standard_M128-64ms,2
MS Series High Memory,Standard_M128-32ms,2
MS Series High Memory,Standard_M128m,2
MSv2 Series,Standard_M208s_v2,1
MSv2 Series,Standard_M208-52s_v2,1
MSv2 Series,Standard_M208-104s_v2,1
MSv2 Series,Standard_M416is_v2,2
MSv2 Series,Standard_M416-208s_v2,2
MSv2 Series,Standard_M416s_v2,2
MSv2 Series,Standard_M416-104s_v2,2
MSv2 Series 192ms,Standard_M192ims_v2,1
MSv2 Series 32,Standard_M32ms_v2,1
MSv2 Series 64,Standard_M64s_v2,1
MSv2 Series Dedicated Host,Msv2_Type1,1
MSv2 Series Disk 192s,Standard_M192is_v2,1
MSv2 Series Fractional,Standard_M24s_v2,1
MSv2 Series Fractional,Standard_M48s_v2,2
MSv2 Series Fractional,Standard_M96s_v2,4
MSv2 Series Fractional,Standard_M192s_v2,8
MSv2 Series Fractional High Memory,Standard_M24ms_v2,1
MSv2 Series Fractional High Memory,Standard_M48ms_v2,2
MSv2 Series Fractional High Memory,Standard_M96ms_v2,4
MSv2 Series Fractional High Memory,Standard_M192ms_v2,8
MSv2 Series Fractional High Memory 128s,Standard_M128s_v2,1
MSv2 Series HM Dedicated Host,Msmv2_Type1,1
MSv2 Series High Memory,Standard_M208-52ms_v2,1
MSv2 Series High Memory,Standard_M208-104ms_v2,1
MSv2 Series High Memory,Standard_M208ms_v2,1
MSv2 Series High Memory,Standard_M416-208ms_v2,2
MSv2 Series High Memory,Standard_M416-104ms_v2,2
MSv2 Series High Memory,Standard_M416ms_v2,2
MSv2 Series High Memory 128ms,Standard_M128ms_v2,1
MSv2 Series MedMem Dedicated Host,Msv2MedMem Type1,1
MSv2 Series MedMem HM Dedicated Host,Msmv2MedMem Type1,1
MSv2 Series Memory,Standard_M64ms_v2,1
MSv2 XS Series,Standard_M420xs_v2,1
MSv2 XS Series,Standard_M420ixs_v2,1
MdSv2 Series 32 Disk,Standard_M32dms_v2,1
MdSv2 Series 64 Disk,Standard_M64ds_v2,1
MdSv2 Series Disk,Standard_M192idms_v2,1
MdSv2 Series Disk 192s,Standard_M192ids_v2,1
MdSv2 Series Fractional High Memory Disk,Standard_M128ds_v2,1
MdSv2 Series High Memory Disk,Standard_M128dms_v2,1
MdSv2 Series Memory Disk,Standard_M64dms_v2,1
Mdsv2 Series Dedicated Host,Mdsv2MedMem_Type1,1
Mdsv2 Series HM Dedicated Host,Mdsmv2MedMem _Type1,1
NC Series,Standard_NC6,1
NC Series,Standard_NC12,2
NC Series,Standard_NC24,4
NC Series Low Latency,Standard_NC24r,1
NCSv2 Series,Standard_NC6s_v2,1
NCSv2 Series,Standard_NC12s_v2,2
NCSv2 Series,Standard_NC24s_v2,4
NCSv2 Series Low Latency,Standard_NC24rs_v2,1
NCSv3 Series,Standard_NC6s_v3,1
NCSv3 Series,Standard_NC12s_v3,2
NCSv3 Series,Standard_NC24s_v3,4
NCSv3 Series Low Latency,Standard_NC24rs_v3,1
NCas T4 v3 Series,Standard_NC4as_T4_v3,1
NCas T4 v3 Series,Standard_NC8as_T4_v3,2
NCas T4 v3 Series,Standard_NC16as_T4_v3,4
NCas T4 v3 Series,Standard_NC64as_T4_v3,16
NDS Series,Standard_ND6s,1
NDS Series,Standard_ND12s,2
NDS Series,Standard_ND24s,4
NDS Series Low Latency,Standard_ND24rs,1
NDasr A100 v4 Series,Standard_ND96asr_A100_v4,1
NDasr A100 v4 Series,Standard_ND96asr_v4,1
NDrSv2 Series Low Latency,Standard_ND40rs_v2,1
NP Series,Standard_NP10s,1
NP Series,Standard_NP20s,2
NP Series,Standard_NP40s,4
NV Series,Standard_NV6,1
NV Series,Standard_NV12,2
NV Series,Standard_NV24,4
NVSv3 Series,Standard_NV12s_v3,1
NVSv3 Series,Standard_NV24s_v3,2
NVSv3 Series,Standard_NV48s_v3,4
NVSv3 Series Dedicated Host,NVsv3_Type1,1
NVSv3 Series High Memory,Standard_NV24ms_v3,1
NVSv3 Series High Memory,Standard_NV32ms_v3,1.333333333
NVasv4 Series,Standard_NV4as_v4,1
NVasv4 Series,Standard_NV8as_v4,2
NVasv4 Series,Standard_NV16as_v4,4
NVasv4 Series,Standard_NV32as_v4,8
NVasv4 Series Dedicated Host,NVasv4_Type1,1
Red Hat Enterprise Linux,RHEL_1-4_vCPU,1
Red Hat Enterprise Linux,RHEL_5plus_vCPU,2.166667
Red Hat Enterprise Linux for SAP with HA,RHEL_SAP_HA_1-4_vCPU,1
Red Hat Enterprise Linux for SAP with HA,RHEL_SAP_HA_5plus_vCPU,2.333333
Red Hat Enterprise Linux with HA,RHEL_HA_1-4_vCPU,1
Red Hat Enterprise Linux with HA,RHEL_HA_5plus_vCPU,2
SQL AHUB,52 vCPU VM,1
SQL AHUB,104 vCPU VM,2
SQL on IaaS,Standard_SQLG7_AMD_IaaS,1
SQLG7,SQLG7_NP104s,1
SQLG7,SQLG7_IaaS,1.25
SQLG7,Standard_SQLG7_NVME,1.625
SQLG7,Standard_SQLG7_AMD_NVME,2
SUSE Linux Enterprise Server Priority,SLES_Priority_1_vCPU_VM,1
SUSE Linux Enterprise Server Priority,SLES_Priority_2-4_vCPU_VM,2
SUSE Linux Enterprise Server Priority,SLES_Priority_6_vCPU_VM,3
SUSE Linux Enterprise Server Priority,SLES_Priority_8plus_vCPU_VM,3.2
SUSE Linux Enterprise Server Standard,SLES_Standard_1-2_vCPU_VM,1
SUSE Linux Enterprise Server Standard,SLES_Standard_3-4_vCPU_VM,1.92308
